"ISOcode","AgeStart","AgeEnd","Ri","Di","Ni","Mi"
795,55,59,45,24,270787.5,3568
795,60,64,50,28,203783.5,3962
795,65,69,47,28,130493,3885
795,70,74,30,21,66636.5,3280
795,75,79,16,14,40730,3455
795,80,84,13,11,28379.5,3757
795,85,999,11,11,13490.5,3136
800,0,4,0,0,7328968,70906
800,5,9,0,0,6614420.5,6438
800,10,14,8,0,5899400.5,4856
800,15,19,0,0,5151082,7781
800,20,24,40,28,4348173,10458
800,25,29,43,28,3499504,11365
800,30,34,26,18,2618559,11286
800,35,39,71,37,1903175,11084
800,40,44,77,47,1503669.5,11569
800,45,49,108,75,1234979,12625
800,50,54,151,115,952867.5,13108
800,55,59,203,143,687315,12651
800,60,64,213,154,500297.5,13119
800,65,69,189,142,353221.5,14367
800,70,74,136,108,197170.5,13782
800,75,79,79,69,92682,10986
800,80,84,36,35,43893,8015
800,85,999,14,14,19702.5,5459
804,0,4,0,0,2002465.5,2728
804,5,9,0,0,2496853,354
804,10,14,2,0,2309755,263
804,15,19,4,2,1951675,472
804,20,24,8,4,2264323,1097
804,25,29,24,9,2964099.5,2136
804,30,34,38,30,3711320.5,4595
804,35,39,92,71,3599062.5,7173
804,40,44,328,85,3250576.5,11039
804,45,49,684,269,3094438,15228
804,50,54,1245,537,2874156,20903
804,55,59,2234,987,3242712.5,35235
804,60,64,3719,1741,2968950,50950
804,65,69,4136,2114,2519311,70436
804,70,74,3878,2214,1656010.5,60696
804,75,79,1943,1224,1377919,80651
804,80,84,1779,1277,1208079,106301
804,85,999,773,699,719388,116272
807,0,4,0,0,111704.5,153
807,5,9,0,0,117495,11
807,10,14,0,0,113815,6
807,15,19,0,0,132046,12
807,20,24,0,0,144544,19
807,25,29,1,0,155059.5,34
807,30,34,2,1,162918,53
807,35,39,6,3,164174.5,83
807,40,44,17,6,153150.5,139
807,45,49,37,16,143333.5,257
807,50,54,66,29,142873.5,512
807,55,59,104,45,140436,953
807,60,64,143,67,131296,1592
807,65,69,165,86,112098.5,2303
807,70,74,150,93,80680,2867
807,75,79,104,76,55318.5,3444
807,80,84,66,57,34146.5,3591
807,85,999,39,39,19086.5,3736
818,0,4,0,0,12781825.5,50654
818,5,9,0,0,12178723,1814
818,10,14,7,1,10257827.5,2253
818,15,19,63,50,9368036.5,3065
818,20,24,125,68,8795093.5,4116
818,25,29,185,113,8649629.5,5831
818,30,34,292,159,8498396,7555
818,35,39,431,220,7489063,11172
818,40,44,559,244,6286182,14753
818,45,49,636,268,5245858.5,21424
818,50,54,691,287,4529256,36667
818,55,59,710,300,3744617.5,46412
818,60,64,670,304,2906506,63429
818,65,69,554,278,2064914.5,69089
818,70,74,459,273,1445710.5,77318
818,75,79,301,234,729210,62612
818,80,84,152,158,422125,57656
818,85,999,105,139,225696.5,53728
826,0,4,0,0,3847036.5,3078
826,5,9,0,0,4138184,270
826,10,14,28,0,3950855.5,341
826,15,19,29,0,3666429.5,824
826,20,24,43,8,4147189.5,1605
826,25,29,84,43,4514055.5,2152
826,30,34,156,100,4491208,2833
826,35,39,304,143,4399343,4121
826,40,44,624,233,4029140,5353
826,45,49,1093,345,4404280.5,9734
826,50,54,2197,634,4649428,14799
826,55,59,3700,942,4402236,20501
826,60,64,5055,1257,3764718,27649
826,65,69,6116,1864,3375057,39072
826,70,74,7752,3211,3314954.5,60506
826,75,79,8199,4304,2321230,72495
826,80,84,6394,4078,1711642.5,98068
826,85,999,7655,5706,1651671,221836
834,0,4,0,0,10082256.5,107887
834,5,9,0,0,8643595,9043
834,10,14,0,0,7705612.5,6223
834,15,19,12,0,6467915.5,8506
834,20,24,63,41,5209394.5,9749
834,25,29,53,35,4307534.5,9572
834,30,34,93,46,3828147,10530
834,35,39,135,77,3340857.5,12140
834,40,44,187,103,2680656,13208
834,45,49,212,121,2028166.5,13845
834,50,54,231,141,1531288,14999
834,55,59,243,152,1198091.5,16608
834,60,64,223,154,980737,20551
834,65,69,221,160,758562,24055
834,70,74,216,171,556164.5,27029
834,75,79,167,146,313148,22996
834,80,84,90,85,153030,16849
834,85,999,39,40,87422.5,16432
840,0,4,0,0,19848556,24594
840,5,9,0,0,20697075.5,2378
840,10,14,110,1,22092167.5,3315
840,15,19,227,10,21895122.5,10675
840,20,24,373,26,21871808.5,19739
840,25,29,670,103,23406927.5,26962
840,30,34,1695,257,22842151.5,32828
840,35,39,3365,606,22296952.5,39741
840,40,44,5890,1234,20694555.5,46030
840,45,49,8812,1983,21244258.5,66527
840,50,54,13586,3279,21346434.5,100504
840,55,59,17925,4638,22347500.5,162436
840,60,64,22106,6025,20941063.5,220919
840,65,69,22784,6579,17500871.5,254883
840,70,74,20695,6718,13688595.5,294459
840,75,79,17022,7160,9272809,318592
840,80,84,11832,6596,6118866.5,348650
840,85,999,13094,9399,6213954,804911
854,0,4,0,0,3499131,67323
854,5,9,0,0,3160593.5,9220
854,10,14,0,0,2713724,4774
854,15,19,11,9,2239552,6039
854,20,24,19,14,1871080.5,7296
854,25,29,50,40,1571685.5,6492
854,30,34,10,8,1357445.5,6104
854,35,39,80,62,1131115.5,5777
854,40,44,25,18,890188,5561
854,45,49,51,49,677123,5254
854,50,54,99,73,543511.5,5851
854,55,59,63,47,432128.5,6574
854,60,64,37,30,326894.5,7719
854,65,69,0,0,227165,8417
854,70,74,0,0,162819.5,10333
854,75,79,15,12,95876.5,10165
854,80,84,0,0,39491,6962
854,85,999,0,0,12114,3600
858,0,4,0,0,218039,257
858,5,9,0,0,235058.5,31
858,10,14,3,0,238402,41
858,15,19,2,0,246247,173
858,20,24,4,0,259369,312
858,25,29,2,3,251257,288
858,30,34,7,1,233380.5,299
858,35,39,15,6,218053.5,376
858,40,44,32,12,232409.5,525
858,45,49,63,22,209525,642
858,50,54,100,35,201393.5,956
858,55,59,156,56,194028.5,1514
858,60,64,229,94,171267.5,2138
858,65,69,276,119,144324,2724
858,70,74,302,154,120607.5,3599
858,75,79,294,180,97459.5,4476
858,80,84,252,179,73220,5110
858,85,999,355,279,84367,11025
860,0,4,0,0,3647884.5,11788
860,5,9,0,0,3216107.5,566
860,10,14,2,1,2836652.5,733
860,15,19,5,1,2557742.5,1357
860,20,24,14,6,2860734,2440
860,25,29,32,13,3112705.5,3344
860,30,34,66,34,2912196.5,4180
860,35,39,79,44,2411658,5013
860,40,44,127,62,2057315.5,6371
860,45,49,204,95,1769898.5,8503
860,50,54,285,138,1568203.5,12045
860,55,59,408,210,1412055,17642
860,60,64,526,257,1045856,21080
860,65,69,497,251,712769,22313
860,70,74,283,164,349548.5,18617
860,75,79,133,87,250587,21373
860,80,84,81,55,168396.5,22885
860,85,999,37,28,86637.5,20191
862,0,4,0,0,2629689.5,9456
862,5,9,0,0,2813251.5,719
862,10,14,3,0,2844165.5,724
862,15,19,12,5,2580064,2204
862,20,24,42,8,2188744,4442
862,25,29,49,16,2060813,4879
862,30,34,22,40,2033769,4998
862,35,39,47,32,1957213,5546
862,40,44,135,58,1858670.5,6553
862,45,49,286,106,1702762.5,8116
862,50,54,519,178,1566769.5,11034
862,55,59,816,271,1379894,14818
862,60,64,1047,351,1147493.5,19340
862,65,69,1036,382,841501,20651
862,70,74,841,368,601283.5,21241
862,75,79,645,343,414631.5,21477
862,80,84,445,268,238776.5,25164
862,85,999,439,290,112191.5,25303
882,0,4,0,0,29227,114
882,5,9,0,0,27753.5,14
882,10,14,0,0,23708,10
882,15,19,0,0,20097,18
882,20,24,0,0,17800.5,20
882,25,29,0,0,15745,20
882,30,34,0,0,12150.5,20
882,35,39,0,0,11370,22
882,40,44,0,0,11311.5,34
882,45,49,3,0,10099,45
882,50,54,5,1,8837.5,62
882,55,59,6,2,7553.5,82
882,60,64,8,5,5810.5,99
882,65,69,8,3,4135.5,111
882,70,74,6,3,2718,118
882,75,79,3,3,1892.5,133
882,80,84,3,3,1070,120
882,85,999,0,0,626,132
887,0,4,0,0,4641669,61367
887,5,9,0,0,4271596.5,4149
887,10,14,0,0,3864228.5,2876
887,15,19,0,0,3418961.5,5957
887,20,24,15,23,3138721.5,9881
887,25,29,61,13,2903726,9611
887,30,34,69,41,2403266,8061
887,35,39,112,66,1851556,6948
887,40,44,139,94,1354708,6307
887,45,49,175,114,1022184,6525
887,50,54,188,125,784003,7092
887,55,59,202,135,588093.5,7925
887,60,64,190,129,440629,8999
887,65,69,149,108,330656.5,10657
887,70,74,116,89,258077.5,13450
887,75,79,83,64,159428.5,13456
887,80,84,46,38,80148.5,10966
887,85,999,27,23,35037.5,8319
894,0,4,0,0,2978732,41207
894,5,9,0,0,2725231.5,4148
894,10,14,1,0,2401809,2731
894,15,19,1,0,2010459,3557
894,20,24,10,3,1714993.5,4523
894,25,29,20,12,1474298.5,4928
894,30,34,21,13,1275480,5396
894,35,39,28,17,1055597,5805
894,40,44,40,24,835805,5904
894,45,49,58,40,619178,5653
894,50,54,60,41,442273,5431
894,55,59,52,33,317086,5227
894,60,64,49,32,214818.5,5132
894,65,69,53,35,138538,4957
894,70,74,28,24,87081.5,5008
894,75,79,19,18,50783.5,4614
894,80,84,11,11,25222.5,3507
894,85,999,4,4,13090,3000
900,0,4,0,0,684872621,5331013
900,5,9,0,0,678417166,737638
900,10,14,1094,213,645915768,459346
900,15,19,2131,655,615536005,656284
900,20,24,5362,1947,596534013,851324
900,25,29,9719,3872,603855871,941749
900,30,34,15857,6742,592985944,1051550
900,35,39,26439,9556,540438207,1200204
900,40,44,46562,15092,485895616.5,1431957
900,45,49,80714,27548,477194981.5,1870293
900,50,54,141052,47909,436582602,2573157
900,55,59,190062,66427,372483558,3278188
900,60,64,236111,85928,319586541,4310807
900,65,69,294200,115371,260373821,5275227
900,70,74,287025,128040,182094585.5,5662785
900,75,79,230799,125119,124404171,6037028
900,80,84,182333,123377,83165392,6464609
900,85,999,176368,145847,64614169,9805366
